location_id,date_time,vehicle_count,count_of_cars,count_of_bikes,count_of_buses,average_speed_kmph,weather_condition,congestion_level,traffic_volume,temperature_celsius,humidity_percent
14,06-08-2024 23:12,562,165,239,158,76.29,Foggy,Low,Medium,29.6,85.3
3,20-05-2024 16:04,443,51,298,94,14.85,Sunny,High,Medium,25.9,64.8
62,02-04-2025 03:10,1137,779,214,144,77.4,Rainy,Low,High,21.5,54.3
27,14-09-2024 08:30,1314,879,48,387,79.99,Sunny,Low,High,20.4,32.2
50,10-05-2024 18:16,1270,214,666,390,60.9,Snowy,Low,High,33.1,81.6
10,15-06-2024 21:39,1012,327,68,617,25.95,Foggy,Medium,High,32.9,55.6
53,05-08-2024 11:57,1391,329,806,256,19.44,Foggy,High,High,31.4,53.7
47,28-10-2024 03:22,183,49,54,80,66.28,Foggy,Low,Low,41.2,45.6
91,28-10-2024 11:21,1486,722,396,368,46.44,Rainy,Medium,High,41.8,49.6
46,11-04-2025 01:21,1038,339,113,586,35.37,Rainy,Medium,High,22,87
49,25-11-2024 05:39,1441,58,237,1146,12.34,Foggy,High,High,25.5,36.8
41,23-09-2024 18:37,672,417,54,201,22.86,Sunny,High,Medium,35.3,89.2
91,18-08-2024 20:15,549,295,201,53,53.82,Rainy,Low,Medium,34.7,56
99,24-02-2025 23:53,704,115,110,479,40.63,Sunny,Medium,Medium,31.7,72.1
58,09-01-2025 20:25,705,247,412,46,73.01,Sunny,Low,Medium,43.2,37.5
59,27-03-2025 17:47,750,46,69,635,57.17,Rainy,Low,Medium,21.8,62.2
6,21-10-2024 08:51,886,365,76,445,28.23,Foggy,Medium,Medium,36.6,54
51,23-07-2024 07:56,334,249,73,12,47.86,Foggy,Medium,Low,38,42
94,17-05-2024 10:39,373,60,14,299,61.37,Snowy,Low,Low,39.7,80.3
57,13-07-2024 04:38,734,416,37,281,50.52,Foggy,Low,Medium,42.2,44.3
66,03-01-2025 06:55,1306,19,417,870,54.81,Foggy,Low,High,22.2,48.3
6,07-12-2024 00:34,749,606,17,126,21.57,Rainy,High,Medium,31.8,50.1
88,26-08-2024 22:42,1457,286,628,543,35.55,Rainy,Medium,High,33,60.9
65,25-12-2024 03:34,774,367,352,55,41.25,Rainy,Medium,Medium,37,94.2
91,30-09-2024 19:17,939,385,37,517,17.89,Sunny,High,Medium,23.3,47
30,27-05-2024 09:59,604,10,63,531,26.66,Snowy,Medium,Medium,23.1,82.2
21,03-09-2024 10:12,976,803,37,136,50.59,Foggy,Low,Medium,27.3,65.7
57,28-05-2024 23:05,422,376,3,43,18.5,Rainy,High,Medium,35.7,67.6
28,08-04-2025 11:59,852,342,250,260,11.95,Snowy,High,Medium,21.3,86.5
54,01-03-2025 23:22,124,117,1,6,42.37,Snowy,Medium,Low,27.5,93.8
18,14-07-2024 05:25,850,424,211,215,13.19,Sunny,High,Medium,31.8,69.8
23,21-02-2025 18:49,1082,48,331,703,33.74,Rainy,Medium,High,28.2,74.7
80,21-04-2025 07:16,726,460,94,172,26.17,Rainy,Medium,Medium,20.6,48.8
63,25-04-2025 17:09,98,39,9,50,42.98,Foggy,Medium,Low,40.3,94.3
70,13-08-2024 12:01,568,19,384,165,61.74,Rainy,Low,Medium,28.1,93.9
93,09-11-2024 22:02,270,83,92,95,11.33,Snowy,High,Low,29.7,45.7
91,13-02-2025 19:43,925,460,121,344,21.73,Rainy,High,Medium,26.9,82.6
30,16-05-2024 02:40,403,396,0,7,40.92,Foggy,Medium,Medium,42,37.9
33,27-02-2025 21:01,611,455,35,121,42.26,Sunny,Medium,Medium,28.5,35.8
67,31-03-2025 19:40,963,638,236,89,63.18,Rainy,Low,Medium,31.2,92
78,13-10-2024 12:18,1494,370,814,310,74.72,Rainy,Low,High,26,76.4
15,16-04-2025 00:37,766,423,28,315,51.68,Rainy,Low,Medium,30.2,49.8
29,05-09-2024 09:16,1471,571,603,297,41.97,Rainy,Medium,High,40.2,52.5
5,11-05-2024 18:48,1260,1238,16,6,21.64,Foggy,High,High,24.4,76.6
71,31-10-2024 14:03,597,586,3,8,25.2,Rainy,Medium,Medium,32.4,32.6
98,15-06-2024 17:14,452,160,202,90,11.95,Snowy,High,Medium,27.8,83.2
59,09-03-2025 22:13,159,64,70,25,23.55,Foggy,High,Low,35.6,64.9
37,29-03-2025 12:47,196,183,1,12,72.91,Rainy,Low,Low,44,78.3
46,24-05-2024 02:05,1298,876,218,204,45.87,Foggy,Medium,High,30.8,43.5
64,16-07-2024 15:08,374,313,60,1,53.58,Rainy,Low,Low,43,36.2
80,09-06-2024 03:55,800,41,538,221,25.85,Rainy,Medium,Medium,43.6,88.5
34,25-09-2024 04:44,993,680,148,165,75.47,Snowy,Low,Medium,42.4,86.8
57,09-10-2024 14:07,999,463,399,137,77.73,Foggy,Low,Medium,44.4,84.1
25,08-03-2025 00:01,863,227,161,475,10.96,Snowy,High,Medium,28.3,62.3
25,02-07-2024 14:03,1398,1274,44,80,11.77,Foggy,High,High,26.3,40.3
47,02-11-2024 07:23,980,346,601,33,55.69,Snowy,Low,Medium,35.7,82.6
68,22-01-2025 06:38,549,135,264,150,75.35,Snowy,Low,Medium,23.9,74.8
72,27-06-2024 10:26,151,105,5,41,10.48,Rainy,High,Low,30.4,83.7
77,20-09-2024 00:37,1279,891,7,381,14.11,Sunny,High,High,25,59.9
72,25-07-2024 11:20,1162,589,215,358,42.82,Foggy,Medium,High,30.9,52.9
44,15-08-2024 18:33,871,371,125,375,70.13,Snowy,Low,Medium,34.8,85.1
9,08-10-2024 03:06,1009,62,566,381,72.27,Foggy,Low,High,43.7,50.8
66,22-09-2024 22:33,418,312,73,33,68.85,Snowy,Low,Medium,28.5,78.7
60,12-05-2024 12:04,1072,861,46,165,70.02,Rainy,Low,High,33.3,50.4
28,19-04-2025 19:52,1470,813,482,175,25.19,Snowy,Medium,High,23.1,67.9
2,17-06-2024 17:42,677,170,137,370,39.8,Sunny,Medium,Medium,22.6,74.2
62,20-04-2025 03:10,695,265,428,2,57.6,Sunny,Low,Medium,33.7,78
23,12-06-2024 19:19,934,313,594,27,34.9,Sunny,Medium,Medium,44,62.2
33,24-01-2025 11:55,1001,795,123,83,63.01,Rainy,Low,High,36.9,69
60,04-05-2024 23:51,939,458,174,307,36.55,Sunny,Medium,Medium,32,44.3
60,11-03-2025 00:48,338,104,66,168,22.65,Foggy,High,Low,28.4,37.3
8,10-01-2025 19:54,455,131,239,85,19.68,Rainy,High,Medium,37.9,61.5
63,21-12-2024 08:35,1374,417,620,337,78.55,Foggy,Low,High,22.7,47
58,22-10-2024 18:40,1426,664,433,329,58.17,Rainy,Low,High,20.4,92.4
48,11-05-2024 20:55,778,416,218,144,12.17,Rainy,High,Medium,23.3,36
11,05-10-2024 06:03,101,48,34,19,42.83,Snowy,Medium,Low,27.6,50.9
25,16-09-2024 12:52,1038,144,825,69,15.59,Foggy,High,High,43.4,82.1
48,04-02-2025 20:47,216,169,47,0,50.71,Snowy,Low,Low,34.6,47.4
22,30-08-2024 12:20,1372,402,855,115,21.87,Foggy,High,High,25.1,77.1
60,18-09-2024 22:33,265,61,126,78,58.2,Rainy,Low,Low,38,67.1
15,05-08-2024 20:43,713,150,472,91,72.37,Snowy,Low,Medium,20.3,63.1
22,11-03-2025 07:51,458,117,54,287,25.72,Sunny,Medium,Medium,43.4,52.9
93,02-08-2024 06:56,250,31,82,137,50.91,Snowy,Low,Low,44.5,86.6
63,07-07-2024 02:14,975,926,6,43,21.68,Sunny,High,Medium,38.4,94.8
7,29-12-2024 06:42,1294,633,407,254,50.86,Rainy,Low,High,36.1,30.8
47,23-03-2025 17:37,531,156,166,209,27.3,Rainy,Medium,Medium,43.5,67
31,13-06-2024 07:48,1045,66,662,317,41.82,Rainy,Medium,High,30.3,71.8
86,09-06-2024 12:45,1218,592,424,202,64.89,Sunny,Low,High,39.8,77.1
85,13-03-2025 15:10,181,115,54,12,32.69,Foggy,Medium,Low,31.2,66
57,01-10-2024 15:02,173,96,69,8,25.67,Sunny,Medium,Low,38,67.3
42,25-12-2024 23:31,148,147,1,0,74.49,Snowy,Low,Low,26.6,30.2
19,07-01-2025 08:56,510,65,381,64,55.43,Sunny,Low,Medium,35.7,72
38,07-07-2024 08:33,445,23,389,33,30.36,Rainy,Medium,Medium,35.3,39.4
91,12-01-2025 02:03,706,653,53,0,48,Sunny,Medium,Medium,25.3,65.8
52,04-07-2024 04:21,886,369,442,75,11.41,Foggy,High,Medium,22.1,47.2
91,17-06-2024 14:27,663,321,333,9,24.72,Snowy,High,Medium,36.4,72.6
70,25-02-2025 08:13,780,296,429,55,64.32,Rainy,Low,Medium,30.8,43.2
89,01-04-2025 08:54,734,331,272,131,58.13,Foggy,Low,Medium,38.5,43.4
30,15-07-2024 08:36,1261,501,532,228,69.37,Sunny,Low,High,20.7,75.9
72,18-06-2024 13:04,1126,208,453,465,33.36,Snowy,Medium,High,32.2,63.7
27,10-04-2025 09:12,514,443,10,61,16.58,Snowy,High,Medium,33.4,38.6
74,01-05-2024 10:51,512,479,17,16,34.86,Rainy,Medium,Medium,44,64.4
74,10-10-2024 02:23,832,488,324,20,22.39,Sunny,High,Medium,26,80.4
11,29-07-2024 13:24,1350,264,536,550,42.88,Sunny,Medium,High,20.2,64.3
84,18-11-2024 00:02,463,409,12,42,37.27,Rainy,Medium,Medium,22.9,88.2
11,21-06-2024 07:47,755,713,16,26,55.97,Snowy,Low,Medium,29.8,66.6
67,03-10-2024 14:32,117,81,2,34,12.1,Rainy,High,Low,38.5,70.9
45,03-12-2024 20:30,935,757,10,168,28.3,Foggy,Medium,Medium,39.9,33.3
49,26-04-2025 06:22,1206,686,293,227,43.65,Rainy,Medium,High,21.9,93.8
44,04-04-2025 07:18,857,215,557,85,70.6,Snowy,Low,Medium,25.3,66
53,21-02-2025 12:48,887,668,56,163,12.99,Snowy,High,Medium,39,55.7
38,22-08-2024 14:53,277,84,11,182,33.1,Sunny,Medium,Low,23.3,80.7
34,12-02-2025 19:19,506,390,62,54,21.11,Foggy,High,Medium,24.1,64.3
55,15-06-2024 10:58,1071,144,787,140,59.6,Foggy,Low,High,29.9,70.7
90,13-06-2024 01:36,518,156,345,17,68.33,Sunny,Low,Medium,35.3,74.5
75,26-01-2025 00:02,1054,2,45,1007,23,Sunny,High,High,32,42.5
36,20-08-2024 08:43,324,35,272,17,51.56,Sunny,Low,Low,23.9,55.9
15,18-08-2024 02:13,362,33,150,179,21.41,Foggy,High,Low,39.3,58.7
46,28-02-2025 22:32,890,140,84,666,31.95,Sunny,Medium,Medium,40.6,61.4
59,18-07-2024 21:51,871,176,511,184,13.11,Sunny,High,Medium,40.5,92.6
27,07-11-2024 19:00,462,292,159,11,13.73,Snowy,High,Medium,26.9,63.7
58,06-03-2025 19:50,410,7,56,347,21.49,Rainy,High,Medium,31.2,30.4
3,17-06-2024 15:09,1221,389,65,767,65.2,Sunny,Low,High,25.8,92
41,12-05-2024 20:02,635,344,106,185,44.61,Snowy,Medium,Medium,22.7,79.4
27,19-10-2024 16:40,819,767,25,27,18.22,Snowy,High,Medium,33.9,94.8
76,26-05-2024 09:18,547,542,4,1,54.62,Snowy,Low,Medium,42.5,42.2
50,26-06-2024 22:02,985,945,31,9,70.51,Sunny,Low,Medium,27.8,85.4
36,14-08-2024 20:56,198,127,70,1,34.06,Foggy,Medium,Low,21,53.8
5,07-07-2024 04:03,557,381,164,12,76.9,Foggy,Low,Medium,28.4,39.6
23,18-06-2024 14:58,270,241,3,26,35,Sunny,Medium,Low,39.5,87.5
56,17-04-2025 22:10,620,501,37,82,11.03,Snowy,High,Medium,32.7,73.4
33,09-05-2024 00:12,1460,68,398,994,61.52,Rainy,Low,High,29.4,63.1
7,08-04-2025 23:14,936,656,165,115,25.45,Snowy,Medium,Medium,38.9,42
92,27-03-2025 16:09,1492,601,333,558,27.83,Rainy,Medium,High,27.7,39.7
33,13-12-2024 16:32,928,31,586,311,27.92,Sunny,Medium,Medium,39.6,57
5,21-12-2024 01:47,1446,1307,79,60,47.33,Rainy,Medium,High,31.3,71.8
60,30-07-2024 17:25,171,114,2,55,53.86,Snowy,Low,Low,31.7,75.6
66,04-06-2024 00:57,402,26,95,281,19.93,Foggy,High,Medium,31.4,74.6
92,05-08-2024 15:11,1118,232,749,137,55.01,Sunny,Low,High,32.5,81.5
92,18-08-2024 09:55,128,24,42,62,25.29,Foggy,Medium,Low,44.4,58.7
66,20-12-2024 19:57,680,578,101,1,31.37,Foggy,Medium,Medium,21.7,73.7
24,25-11-2024 10:46,1423,410,857,156,55.52,Rainy,Low,High,41.8,88.9
12,06-07-2024 17:23,733,40,632,61,51.04,Foggy,Low,Medium,33.7,93.6
48,03-09-2024 00:36,677,140,90,447,69.1,Rainy,Low,Medium,28.4,61.1
16,06-10-2024 21:38,310,168,87,55,28.33,Foggy,Medium,Low,28.8,94.4
88,06-08-2024 07:21,78,51,24,3,42.97,Foggy,Medium,Low,28,73.3
71,27-03-2025 00:20,863,195,294,374,60.56,Sunny,Low,Medium,25.6,43.9
73,01-10-2024 05:10,716,398,144,174,19.64,Rainy,High,Medium,30,67
87,15-01-2025 06:02,948,88,402,458,49.44,Foggy,Medium,Medium,26.1,85.2
84,12-06-2024 15:34,1339,1193,119,27,64.44,Rainy,Low,High,25.7,47
84,08-01-2025 00:15,1496,591,16,889,11.33,Sunny,High,High,31.7,65.1
28,07-04-2025 23:55,265,172,12,81,68.14,Sunny,Low,Low,25.1,42.9
93,23-07-2024 07:05,1185,700,227,258,32.51,Rainy,Medium,High,21.7,87.9
88,23-08-2024 12:05,1137,1099,5,33,78.38,Snowy,Low,High,33.4,83.2
2,10-06-2024 03:42,269,159,110,0,38.32,Snowy,Medium,Low,35.8,63.6
37,06-06-2024 05:45,1030,397,233,400,39.93,Snowy,Medium,High,25.9,69.5
76,11-06-2024 14:01,126,1,7,118,68.69,Snowy,Low,Low,41.5,66.9
17,11-12-2024 15:32,506,267,81,158,21.01,Rainy,High,Medium,30.2,55.4
95,20-09-2024 04:52,278,102,19,157,56.13,Sunny,Low,Low,22.3,75.9
16,25-08-2024 14:35,1065,306,174,585,26.48,Foggy,Medium,High,27.9,64
19,12-02-2025 22:24,606,175,134,297,35.47,Sunny,Medium,Medium,31.7,50.5
86,30-03-2025 15:30,1124,169,502,453,13.84,Foggy,High,High,29.7,57.9
10,07-08-2024 12:05,1439,1058,319,62,58.92,Snowy,Low,High,43,39.5
89,26-06-2024 23:09,511,493,17,1,50.28,Snowy,Low,Medium,32,37.9
68,08-12-2024 09:40,578,480,62,36,35.64,Foggy,Medium,Medium,33.7,46.8
8,27-02-2025 06:26,1431,585,385,461,33.83,Snowy,Medium,High,27.9,31.5
27,13-03-2025 07:13,1125,595,373,157,27.89,Sunny,Medium,High,41.2,89.1
70,18-02-2025 03:14,575,539,24,12,50.69,Rainy,Low,Medium,30.2,78.7
8,25-12-2024 10:18,1478,1286,74,118,65.25,Foggy,Low,High,24.3,55.6
38,20-08-2024 03:21,789,330,278,181,76.27,Rainy,Low,Medium,27,55.5
84,30-12-2024 03:15,478,102,178,198,56.14,Rainy,Low,Medium,36.7,84.1
100,30-04-2024 22:19,326,115,87,124,72.97,Sunny,Low,Low,21,62.7
44,22-12-2024 04:59,853,737,95,21,55.31,Foggy,Low,Medium,35.3,45.6
67,14-04-2025 11:17,1298,793,57,448,39.71,Rainy,Medium,High,30.1,89.1
2,22-12-2024 12:15,1125,712,299,114,52.3,Snowy,Low,High,27.3,59.7
56,21-09-2024 04:03,330,97,150,83,50.18,Foggy,Low,Low,42.2,35.4
87,05-02-2025 01:04,625,182,168,275,55.74,Sunny,Low,Medium,40.2,41.9
24,14-06-2024 21:14,804,437,321,46,10.2,Foggy,High,Medium,32.4,65.3
6,18-07-2024 09:02,1036,346,125,565,63.93,Sunny,Low,High,44.3,73.7
17,11-03-2025 05:29,1363,964,381,18,38.05,Snowy,Medium,High,22.8,76.4
27,03-06-2024 17:58,579,71,152,356,44.91,Sunny,Medium,Medium,32,32.3
52,09-09-2024 05:40,1060,798,106,156,61.71,Foggy,Low,High,33.5,36.9
47,12-06-2024 17:21,621,316,100,205,48.47,Foggy,Medium,Medium,38.7,51
38,13-12-2024 06:26,179,175,4,0,57.29,Foggy,Low,Low,36.9,62.8
91,26-01-2025 13:19,1130,373,417,340,77.04,Foggy,Low,High,25.4,34.9
17,24-05-2024 06:55,498,383,83,32,54.99,Foggy,Low,Medium,42.2,68.5
11,11-02-2025 13:50,787,641,10,136,15.47,Rainy,High,Medium,37.8,51.9
98,18-12-2024 19:05,573,150,345,78,28.2,Foggy,Medium,Medium,36.3,31.4
47,26-01-2025 07:27,1402,813,532,57,26.96,Snowy,Medium,High,28.3,69.3
13,06-02-2025 13:19,427,143,126,158,16.77,Rainy,High,Medium,31,30.5
84,01-06-2024 06:22,52,48,4,0,36.68,Sunny,Medium,Low,22.4,46.1
27,20-07-2024 12:31,776,619,152,5,39.58,Snowy,Medium,Medium,33.2,88.9
82,22-06-2024 12:09,819,277,453,89,48.75,Snowy,Medium,Medium,29.1,94.7
27,30-08-2024 04:19,401,379,15,7,59.86,Snowy,Low,Medium,33.8,45.2
10,28-11-2024 20:59,1438,331,531,576,58.37,Snowy,Low,High,31.3,38.3
96,17-09-2024 09:39,758,365,379,14,26.41,Foggy,Medium,Medium,20.5,59.3
57,02-04-2025 19:37,568,164,47,357,37.57,Foggy,Medium,Medium,24.9,40.5
20,23-02-2025 01:05,1045,949,57,39,78.03,Sunny,Low,High,29.9,61.8
93,21-11-2024 22:40,1171,525,631,15,62.63,Foggy,Low,High,40.2,92.5
65,23-09-2024 00:56,509,397,60,52,11.09,Snowy,High,Medium,32.2,83.5
23,17-12-2024 18:26,73,52,0,21,58.41,Sunny,Low,Low,23,87.4
43,03-10-2024 06:43,156,12,20,124,10.27,Rainy,High,Low,36.6,39.6
3,16-01-2025 15:09,436,65,112,259,28.37,Rainy,Medium,Medium,21.4,73.2
60,02-06-2024 10:06,408,23,312,73,52.98,Foggy,Low,Medium,44.9,67.2
94,14-12-2024 15:03,850,558,95,197,40.69,Foggy,Medium,Medium,30,75.1
40,16-01-2025 03:54,863,276,247,340,15.42,Sunny,High,Medium,34.2,91.9
39,09-09-2024 07:35,655,510,52,93,75.06,Rainy,Low,Medium,44.6,44.9
76,27-03-2025 13:38,181,181,0,0,77.62,Foggy,Low,Low,26.3,39.2
17,13-05-2024 06:19,1327,1173,58,96,79.39,Foggy,Low,High,24.2,86.9
31,25-05-2024 12:31,327,174,7,146,29.28,Sunny,Medium,Low,23.3,88.1
75,26-12-2024 16:07,483,174,202,107,40.41,Foggy,Medium,Medium,28.5,59.8
13,16-10-2024 19:09,908,204,85,619,16.68,Sunny,High,Medium,35.9,71.5
54,30-04-2024 23:49,886,778,62,46,71.94,Rainy,Low,Medium,40.8,78
100,09-09-2024 15:13,805,604,157,44,37,Snowy,Medium,Medium,21.7,34.3
76,13-05-2024 07:26,931,37,230,664,27.85,Snowy,Medium,Medium,20.4,86.4
69,26-03-2025 14:43,131,109,2,20,34.39,Foggy,Medium,Low,24.6,75.9
22,16-07-2024 14:36,80,15,15,50,20.54,Snowy,High,Low,31.4,44.3
14,02-01-2025 06:18,854,736,29,89,51.64,Sunny,Low,Medium,35.3,58.6
76,04-01-2025 09:49,331,0,249,82,50.67,Rainy,Low,Low,42.9,40.9
24,30-06-2024 16:00,587,377,41,169,63.09,Foggy,Low,Medium,38.1,91.9
86,18-12-2024 10:13,761,439,218,104,39.79,Snowy,Medium,Medium,23.2,91
43,18-05-2024 10:30,502,21,50,431,59.03,Foggy,Low,Medium,36.8,84.7
58,11-10-2024 09:13,1173,154,5,1014,56.15,Snowy,Low,High,29.2,45.9
76,10-08-2024 22:44,575,138,145,292,23.65,Foggy,High,Medium,34.4,49.6
82,14-10-2024 19:56,370,226,87,57,27.08,Rainy,Medium,Low,27.2,58.2
38,02-09-2024 18:23,718,226,327,165,59.07,Sunny,Low,Medium,40.5,89.2
21,07-09-2024 22:03,1200,1094,40,66,49.3,Sunny,Medium,High,28.9,68
66,25-12-2024 19:11,1039,1026,13,0,25.04,Snowy,Medium,High,41.2,49.5
45,15-11-2024 00:59,832,275,471,86,69.88,Sunny,Low,Medium,39.7,34.7
16,16-02-2025 05:44,1140,604,299,237,13.56,Snowy,High,High,34.4,89.5
54,01-02-2025 12:31,487,406,11,70,27.86,Foggy,Medium,Medium,27.3,90.9
99,06-09-2024 00:37,844,811,5,28,50.09,Sunny,Low,Medium,35.2,37.8
28,24-09-2024 20:32,1264,935,232,97,73.02,Foggy,Low,High,40.5,43.2
33,02-02-2025 14:43,1276,46,672,558,29.55,Foggy,Medium,High,42.7,79.2
25,24-07-2024 21:40,1271,768,258,245,14.67,Sunny,High,High,31.5,58.2
50,18-05-2024 06:17,907,305,546,56,24.86,Foggy,High,Medium,26.9,87.8
58,31-08-2024 17:43,638,52,109,477,21.49,Snowy,High,Medium,30.8,44.9
31,15-11-2024 18:54,1065,920,30,115,41.7,Sunny,Medium,High,34.9,61
42,23-10-2024 20:28,711,214,439,58,29.98,Snowy,Medium,Medium,39.1,36.1
45,20-08-2024 21:00,449,433,4,12,49.64,Sunny,Medium,Medium,29.3,41.3
55,07-06-2024 18:57,121,82,17,22,57,Snowy,Low,Low,27.6,81.1
33,21-09-2024 03:07,1340,1111,74,155,61.28,Rainy,Low,High,34,67.2
12,06-05-2024 01:03,862,667,132,63,42.57,Rainy,Medium,Medium,39.3,38.6
100,22-12-2024 23:54,1232,1220,3,9,73.99,Rainy,Low,High,20.8,62.9
33,25-06-2024 19:05,1049,924,103,22,38.47,Sunny,Medium,High,40,89
79,22-04-2025 00:54,702,473,105,124,47.08,Foggy,Medium,Medium,39.9,50.2
71,07-10-2024 05:57,648,152,367,129,69.36,Sunny,Low,Medium,29.5,76
37,24-02-2025 02:08,987,470,460,57,20.37,Snowy,High,Medium,24.3,54
59,23-09-2024 05:30,1046,335,346,365,35.27,Rainy,Medium,High,28.4,48.5
45,05-05-2024 23:49,907,380,299,228,70,Foggy,Low,Medium,35.1,60.2
76,24-01-2025 17:17,1115,346,725,44,69.35,Snowy,Low,High,43,45.9
62,27-06-2024 18:11,634,452,121,61,27.35,Sunny,Medium,Medium,43.8,57.4
71,14-02-2025 04:49,974,728,62,184,72.61,Rainy,Low,Medium,27.1,48.1
49,28-09-2024 17:04,1409,66,1326,17,50.64,Snowy,Low,High,42.1,39.5
76,27-10-2024 08:18,520,155,54,311,39.44,Sunny,Medium,Medium,30.9,91.7
88,01-02-2025 11:31,361,340,17,4,16.41,Sunny,High,Low,42.3,46.9
65,15-12-2024 01:07,1032,660,175,197,61.55,Rainy,Low,High,35.7,90.2
37,08-04-2025 01:00,98,19,44,35,57.7,Sunny,Low,Low,20.6,72.5
44,15-11-2024 12:08,714,46,38,630,78.46,Sunny,Low,Medium,27.1,79.1
15,21-04-2025 09:19,153,54,45,54,58.99,Foggy,Low,Low,28,37.5
65,15-11-2024 04:03,989,850,29,110,44.49,Sunny,Medium,Medium,42.1,57.9
97,04-08-2024 18:41,875,229,279,367,40.25,Foggy,Medium,Medium,41.6,89.6
81,10-09-2024 22:15,879,657,192,30,71.72,Snowy,Low,Medium,26.8,44.1
69,25-07-2024 05:53,378,329,48,1,53.16,Sunny,Low,Low,33.7,39.5
39,04-04-2025 10:03,940,186,33,721,54.02,Sunny,Low,Medium,35.4,60.6
34,06-06-2024 19:45,526,114,313,99,28.66,Snowy,Medium,Medium,25.8,81.2
19,12-05-2024 14:17,1466,791,91,584,48.1,Rainy,Medium,High,42.5,81.2
14,05-02-2025 01:56,1113,780,41,292,58.25,Snowy,Low,High,29.5,66.5
21,03-12-2024 14:41,664,45,421,198,54.73,Foggy,Low,Medium,39.2,72.8
35,07-02-2025 06:13,1413,766,67,580,79.33,Rainy,Low,High,25.6,35.7
3,13-08-2024 14:45,926,68,801,57,24.31,Rainy,High,Medium,37.4,40.6
1,13-08-2024 02:11,616,147,419,50,19.44,Rainy,High,Medium,42.4,88
100,10-12-2024 01:32,1224,284,515,425,74.52,Rainy,Low,High,37,80.5
21,04-05-2024 17:08,1218,31,1097,90,58.96,Snowy,Low,High,37,79.1
3,29-07-2024 05:39,1277,1179,35,63,64.33,Rainy,Low,High,25.1,85.6
41,25-09-2024 09:15,548,94,183,271,57.12,Foggy,Low,Medium,22.8,49.7
91,22-12-2024 20:37,680,640,3,37,21.43,Sunny,High,Medium,40.9,89.7
18,15-11-2024 08:08,514,335,132,47,52.37,Foggy,Low,Medium,29.1,74.9
50,03-01-2025 11:11,267,99,43,125,71.09,Rainy,Low,Low,35.1,53.2
9,10-04-2025 00:01,1408,514,520,374,52.99,Snowy,Low,High,40.6,64.1
42,16-06-2024 10:01,1458,1445,12,1,19.38,Rainy,High,High,35,59
1,02-11-2024 00:51,410,160,14,236,22.15,Snowy,High,Medium,42.8,83
73,28-11-2024 21:08,673,506,87,80,28.41,Snowy,Medium,Medium,44.4,50.3
75,12-07-2024 16:34,507,37,245,225,17.39,Foggy,High,Medium,33.2,31.2
34,25-07-2024 05:19,175,134,25,16,40.65,Snowy,Medium,Low,29.6,56.3
21,25-10-2024 10:01,1231,801,124,306,27.62,Snowy,Medium,High,40.2,88.2
30,20-07-2024 16:12,1336,801,199,336,40.02,Sunny,Medium,High,23.3,30.8
2,10-11-2024 13:51,509,261,194,54,27.3,Sunny,Medium,Medium,22.5,48.6
47,16-12-2024 02:23,521,313,202,6,47.73,Rainy,Medium,Medium,21.3,56.6
98,03-04-2025 00:04,1369,947,307,115,35.16,Sunny,Medium,High,43.4,74.3
100,19-06-2024 05:57,1099,249,682,168,74.14,Rainy,Low,High,36.6,58.3
52,15-05-2024 15:07,437,255,76,106,49.32,Rainy,Medium,Medium,38.5,81
14,16-11-2024 22:33,1380,219,919,242,50.13,Snowy,Low,High,41.4,71.6
36,08-09-2024 17:43,197,46,14,137,57.01,Rainy,Low,Low,25.5,69
70,22-06-2024 03:15,865,836,4,25,63.61,Rainy,Low,Medium,26.6,46.8
3,17-12-2024 18:13,1485,39,637,809,21.8,Rainy,High,High,28.3,48.7
14,15-09-2024 13:06,1342,638,659,45,79.58,Foggy,Low,High,37,31
20,27-04-2024 19:30,1169,399,496,274,63.48,Rainy,Low,High,29.7,88.9
36,27-10-2024 03:34,527,504,18,5,18,Sunny,High,Medium,20.7,36.1
46,02-07-2024 15:03,492,476,16,0,33.11,Sunny,Medium,Medium,40,33.6
71,12-10-2024 02:33,956,925,23,8,29.09,Snowy,Medium,Medium,42.6,40.7
41,17-04-2025 11:52,1093,369,604,120,33.21,Rainy,Medium,High,26.3,42.5
95,01-11-2024 00:20,176,112,1,63,61.76,Sunny,Low,Low,28.7,74.4
54,01-10-2024 19:56,227,218,0,9,73.04,Rainy,Low,Low,42.5,72.1
97,01-04-2025 08:41,1339,1304,12,23,53.56,Sunny,Low,High,42.6,65.8
12,12-06-2024 03:30,358,141,80,137,33.88,Rainy,Medium,Low,42.8,70.5
55,17-11-2024 18:09,197,184,9,4,70.76,Sunny,Low,Low,31.1,33.8
2,24-06-2024 09:53,439,50,123,266,69.5,Rainy,Low,Medium,35,38.1
22,20-05-2024 17:50,1141,22,650,469,44.85,Foggy,Medium,High,33,40.6
53,23-05-2024 05:25,653,208,178,267,18.41,Snowy,High,Medium,32.4,48.8
73,04-03-2025 12:11,246,157,58,31,19.2,Snowy,High,Low,26.7,53.9
62,10-03-2025 08:12,1127,981,138,8,64.71,Snowy,Low,High,34.7,49.1
97,22-05-2024 10:31,240,178,15,47,45.97,Sunny,Medium,Low,39.1,66.7
5,03-09-2024 19:55,1428,1329,21,78,62.76,Rainy,Low,High,29.8,70.1
